dtime,time,open,high,low,close,vwap,volume,count
2021-12-01 10:21:00,1638354060,57091.2,57091.2,57076.0,57076.1,57086.5,0.01425877,4
2021-12-01 10:22:00,1638354120,57076.1,57113.9,57076.1,57113.9,57083.0,0.35994023,12
2021-12-01 10:23:00,1638354180,57108.8,57151.7,57108.8,57131.0,57133.8,0.03502599,17
2021-12-01 10:24:00,1638354240,57128.7,57151.7,57128.7,57151.7,57142.1,0.09297861,10
2021-12-01 10:25:00,1638354300,57152.6,57152.6,57152.6,57152.6,57152.6,0.00077626,1
2021-12-01 10:26:00,1638354360,57152.5,57152.5,57091.2,57091.2,57113.8,1.00331903,13
2021-12-01 10:27:00,1638354420,57091.3,57120.5,57091.3,57119.3,57102.7,0.06508974,14
2021-12-01 10:28:00,1638354480,57138.3,57138.3,57138.3,57138.3,57138.3,0.08172771,5
2021-12-01 10:29:00,1638354540,57138.3,57138.3,57138.1,57138.1,57138.2,0.03751906,8
2021-12-01 10:30:00,1638354600,57111.7,57111.7,57091.4,57091.4,57110.9,0.54817612,6
2021-12-01 10:31:00,1638354660,57091.3,57091.3,57090.1,57090.1,57091.0,0.11941938,12
2021-12-01 10:32:00,1638354720,57084.1,57084.1,57075.3,57075.4,57079.0,0.06180025,5
2021-12-01 10:33:00,1638354780,57068.3,57068.3,57026.0,57026.0,57039.6,0.59193007,27
2021-12-01 10:34:00,1638354840,57020.9,57020.9,57000.0,57000.0,57000.7,0.59746282,10
2021-12-01 10:35:00,1638354900,57000.0,57000.1,57000.0,57000.0,57000.0,0.1059434,4
2021-12-01 10:36:00,1638354960,57000.0,57000.1,56970.0,56970.0,56982.6,3.70799549,23
2021-12-01 10:37:00,1638355020,56970.0,56970.0,56950.0,56950.0,56968.8,2.07093465,23
2021-12-01 10:38:00,1638355080,56950.1,56950.1,56950.1,56950.1,56950.1,0.04823397,5
2021-12-01 10:39:00,1638355140,56950.1,57043.8,56950.1,57031.8,57020.0,2.42880697,46
2021-12-01 10:40:00,1638355200,57018.7,57018.7,57018.7,57018.7,57018.7,0.05185163,2
2021-12-01 10:41:00,1638355260,57035.0,57037.9,57034.9,57037.9,57037.7,0.0948,4
2021-12-01 10:42:00,1638355320,57037.8,57053.7,57037.8,57053.7,57044.3,0.06087657,7
2021-12-01 10:43:00,1638355380,57053.7,57053.7,57053.7,57053.7,0.0,0.0,0
2021-12-01 10:44:00,1638355440,57053.0,57053.1,57053.0,57053.1,57053.0,0.03999762,13
2021-12-01 10:45:00,1638355500,57053.0,57053.1,57004.2,57004.2,57046.3,11.78536901,113
2021-12-01 10:46:00,1638355560,57003.3,57060.6,57003.3,57060.6,57040.9,0.12619546,16
2021-12-01 10:47:00,1638355620,57061.2,57123.7,57061.2,57123.7,57089.4,0.21628149,21
2021-12-01 10:48:00,1638355680,57117.8,57122.7,57101.7,57101.7,57114.5,0.09068233,9
2021-12-01 10:49:00,1638355740,57101.7,57101.7,57101.7,57101.7,57101.7,0.2,3
2021-12-01 10:50:00,1638355800,57114.8,57121.6,57096.7,57096.7,57108.5,0.06691479,8
2021-12-01 10:51:00,1638355860,57096.7,57096.7,57040.5,57043.0,57055.9,1.58573104,30
2021-12-01 10:52:00,1638355920,57043.0,57053.7,57042.2,57053.6,57043.8,0.28263456,18
2021-12-01 10:53:00,1638355980,57053.6,57083.8,57053.6,57076.4,57071.4,0.15157668,15
2021-12-01 10:54:00,1638356040,57076.3,57076.3,57053.6,57053.7,57054.3,0.35412857,12
2021-12-01 10:55:00,1638356100,57053.7,57053.7,57020.8,57020.8,57036.1,0.14166215,8
2021-12-01 10:56:00,1638356160,57010.6,57010.6,57007.2,57007.3,57007.2,0.30249353,19
2021-12-01 10:57:00,1638356220,57007.3,57030.5,57007.3,57027.3,57021.3,0.02729743,6
2021-12-01 10:58:00,1638356280,57030.5,57056.0,57030.5,57056.0,57037.8,0.0279102,13
2021-12-01 10:59:00,1638356340,57056.0,57056.0,57030.4,57030.4,57055.4,0.01120328,6
2021-12-01 11:00:00,1638356400,57030.5,57034.1,57030.5,57030.5,57030.5,0.11208601,6
2021-12-01 11:01:00,1638356460,57030.5,57030.5,57000.0,57000.0,57005.2,5.71695933,135
2021-12-01 11:02:00,1638356520,57000.0,57000.1,56972.0,56972.0,56996.9,6.09505668,48
2021-12-01 11:03:00,1638356580,56972.0,56972.0,56972.0,56972.0,56972.0,0.00932734,5
2021-12-01 11:04:00,1638356640,56972.1,56972.1,56971.9,56971.9,56971.9,0.11702731,12
2021-12-01 11:05:00,1638356700,56972.0,56972.0,56971.9,56972.0,56971.9,0.85395657,17
2021-12-01 11:06:00,1638356760,56972.0,56972.0,56971.9,56972.0,56971.9,0.57276151,9
2021-12-01 11:07:00,1638356820,56972.0,57030.0,56972.0,57010.1,56977.8,1.5624276,30
2021-12-01 11:08:00,1638356880,57027.7,57028.0,57004.8,57016.4,57006.6,0.91437401,7
2021-12-01 11:09:00,1638356940,57025.0,57040.7,57025.0,57040.7,57031.5,0.00501503,7
2021-12-01 11:10:00,1638357000,57027.8,57033.0,57027.8,57033.0,57032.9,0.09475832,2
2021-12-01 11:11:00,1638357060,57036.5,57036.5,57007.8,57007.8,57025.6,0.01615609,6
2021-12-01 11:12:00,1638357120,57005.0,57005.2,57005.0,57005.0,57005.0,0.12683753,12
2021-12-01 11:13:00,1638357180,57005.1,57005.1,57005.1,57005.1,57005.1,0.02845957,4
2021-12-01 11:14:00,1638357240,57005.1,57005.1,57005.1,57005.1,57005.1,0.04312702,5
2021-12-01 11:15:00,1638357300,57005.1,57005.1,56950.0,56950.1,56991.8,0.14466829,29
2021-12-01 11:16:00,1638357360,56950.0,56950.1,56915.2,56915.2,56946.6,2.16832849,104
2021-12-01 11:17:00,1638357420,56915.2,56915.3,56895.8,56907.1,56904.0,0.33718321,36
2021-12-01 11:18:00,1638357480,56907.2,56907.2,56892.8,56892.8,56900.2,0.07457827,15
2021-12-01 11:19:00,1638357540,56893.1,56936.0,56893.1,56930.8,56921.2,1.24457848,21
2021-12-01 11:20:00,1638357600,56947.9,56947.9,56947.9,56947.9,56947.9,0.00014831,1
2021-12-01 11:21:00,1638357660,56922.2,56930.6,56922.2,56930.6,56924.2,0.00250425,2
2021-12-01 11:22:00,1638357720,56928.6,56928.6,56922.3,56928.6,56925.0,0.02981369,10
2021-12-01 11:23:00,1638357780,56928.6,56928.6,56900.8,56913.3,56923.9,0.06119488,13
2021-12-01 11:24:00,1638357840,56908.6,56908.6,56907.8,56907.8,56908.0,0.17864386,7
2021-12-01 11:25:00,1638357900,56907.8,56907.8,56907.7,56907.7,56907.7,0.01147673,2
2021-12-01 11:26:00,1638357960,56907.7,56907.7,56873.0,56873.0,56890.7,0.12995268,17
2021-12-01 11:27:00,1638358020,56875.7,56907.7,56875.7,56892.0,56902.3,0.21826544,9
2021-12-01 11:28:00,1638358080,56892.0,56907.8,56892.0,56896.2,56897.4,0.11107148,12
2021-12-01 11:29:00,1638358140,56896.3,56906.6,56896.2,56906.6,56897.1,0.00224411,3
2021-12-01 11:30:00,1638358200,56907.7,56907.9,56899.2,56907.9,56906.3,0.58842479,6
2021-12-01 11:31:00,1638358260,56907.9,56993.1,56907.9,56983.8,56984.9,0.7077488,33
2021-12-01 11:32:00,1638358320,56981.5,56988.4,56981.5,56988.4,56984.7,0.00205952,4
2021-12-01 11:33:00,1638358380,56988.4,57005.1,56988.4,57005.1,57004.9,0.30420705,9
2021-12-01 11:34:00,1638358440,57005.1,57005.1,57005.1,57005.1,57005.1,1.19821857,20
2021-12-01 11:35:00,1638358500,57005.1,57150.0,57005.1,57126.4,57068.5,2.01770316,60
2021-12-01 11:36:00,1638358560,57105.5,57105.5,57020.8,57038.2,57059.3,1.22381601,23
2021-12-01 11:37:00,1638358620,57020.9,57021.0,57005.0,57005.0,57020.8,0.02987811,7
2021-12-01 11:38:00,1638358680,57005.0,57005.0,57005.0,57005.0,57005.0,0.01636,2
2021-12-01 11:39:00,1638358740,57005.0,57005.1,57005.0,57005.1,57005.0,0.02843056,4
2021-12-01 11:40:00,1638358800,57005.0,57005.1,56976.2,56976.2,57003.9,0.52402565,38
2021-12-01 11:41:00,1638358860,56976.2,56976.3,56976.2,56976.3,56976.2,0.11371699,3
2021-12-01 11:42:00,1638358920,56976.3,56976.3,56976.3,56976.3,56976.3,0.00172917,1
2021-12-01 11:43:00,1638358980,56976.3,56992.6,56976.3,56980.1,56987.3,0.02138412,6
2021-12-01 11:44:00,1638359040,56980.1,57005.1,56980.1,57005.1,56986.4,0.09684451,20
2021-12-01 11:45:00,1638359100,57005.1,57063.5,57005.1,57017.1,57049.0,0.45447033,33
2021-12-01 11:46:00,1638359160,57017.1,57017.1,56985.6,56985.7,56990.0,0.09236989,15
2021-12-01 11:47:00,1638359220,56985.6,57025.8,56985.6,57025.8,57010.4,0.11416686,10
2021-12-01 11:48:00,1638359280,57022.0,57044.9,57022.0,57044.9,57029.2,0.04812606,17
2021-12-01 11:49:00,1638359340,57044.9,57091.2,57044.9,57091.2,57074.3,0.0439925,20
2021-12-01 11:50:00,1638359400,57091.1,57091.2,57056.0,57056.0,57085.0,0.26619135,20
2021-12-01 11:51:00,1638359460,57056.2,57091.1,57056.1,57091.1,57074.2,0.14744501,12
2021-12-01 11:52:00,1638359520,57086.6,57086.6,56909.1,56909.7,56975.2,11.14118584,106
2021-12-01 11:53:00,1638359580,56950.3,56996.7,56947.9,56986.5,56969.2,0.20891546,20
2021-12-01 11:54:00,1638359640,56996.7,56996.7,56996.7,56996.7,56996.7,0.00056246,2
2021-12-01 11:55:00,1638359700,56996.7,56996.7,56985.8,56996.7,56987.1,0.26859497,15
2021-12-01 11:56:00,1638359760,56996.7,57019.8,56996.7,57019.8,56996.8,0.04399936,5
2021-12-01 11:57:00,1638359820,57019.8,57060.4,57019.8,57057.2,57035.7,0.20343652,19
2021-12-01 11:58:00,1638359880,57057.2,57057.2,57057.1,57057.2,57057.1,4.06744072,61
2021-12-01 11:59:00,1638359940,57091.2,57275.1,57091.2,57180.6,57132.8,2.9060828,108
2021-12-01 12:00:00,1638360000,57232.9,57286.0,57232.9,57286.0,57263.7,0.18000098,23
2021-12-01 12:01:00,1638360060,57273.7,57279.5,57201.8,57201.8,57248.3,11.02259383,73
2021-12-01 12:02:00,1638360120,57161.7,57195.3,57161.7,57195.2,57194.7,0.50949951,7
2021-12-01 12:03:00,1638360180,57195.2,57195.2,57190.1,57190.2,57190.9,0.34286304,24
2021-12-01 12:04:00,1638360240,57190.2,57190.2,57190.1,57190.2,57190.1,7.44483514,44
2021-12-01 12:05:00,1638360300,57190.2,57246.1,57190.2,57237.6,57218.8,1.18104317,40
2021-12-01 12:06:00,1638360360,57240.6,57246.7,57240.6,57246.6,57246.5,0.54678034,9
2021-12-01 12:07:00,1638360420,57246.7,57246.7,57224.1,57229.8,57224.5,0.41301868,13
2021-12-01 12:08:00,1638360480,57229.9,57267.2,57229.9,57267.1,57253.8,0.16013368,22
2021-12-01 12:09:00,1638360540,57266.1,57285.9,57266.1,57273.0,57280.9,0.03705065,6
2021-12-01 12:10:00,1638360600,57272.9,57286.0,57272.9,57286.0,57281.6,1.13262767,29
2021-12-01 12:11:00,1638360660,57290.0,57323.8,57290.0,57320.4,57314.8,0.26124791,13
2021-12-01 12:12:00,1638360720,57323.7,57424.1,57323.7,57337.7,57392.2,1.13461805,74
2021-12-01 12:13:00,1638360780,57407.1,57417.9,57372.8,57372.8,57412.5,0.0878184,11
2021-12-01 12:14:00,1638360840,57372.9,57372.9,57318.7,57340.2,57339.0,10.25272888,85
2021-12-01 12:15:00,1638360900,57340.1,57346.6,57339.9,57339.9,57340.0,5.39388457,54
2021-12-01 12:16:00,1638360960,57288.0,57288.0,57254.3,57265.0,57270.7,0.40270334,39
2021-12-01 12:17:00,1638361020,57264.7,57279.9,57264.7,57279.9,57270.8,0.03856617,6
2021-12-01 12:18:00,1638361080,57274.8,57274.8,57261.2,57262.3,57269.0,0.0369751,14
2021-12-01 12:19:00,1638361140,57237.4,57237.4,57201.5,57201.5,57228.8,0.08571903,19
2021-12-01 12:20:00,1638361200,57201.2,57222.8,57190.1,57218.0,57190.7,2.22489258,17
2021-12-01 12:21:00,1638361260,57222.8,57244.3,57222.8,57244.3,57239.4,0.03288572,7
2021-12-01 12:22:00,1638361320,57244.4,57244.4,57244.3,57244.4,57244.3,0.04556762,8
2021-12-01 12:23:00,1638361380,57244.4,57267.1,57244.4,57267.1,57256.9,0.54568385,11
2021-12-01 12:24:00,1638361440,57261.4,57333.6,57261.4,57333.6,57274.0,0.89677322,22
2021-12-01 12:25:00,1638361500,57326.5,57326.5,57291.5,57304.1,57291.9,1.01159006,10
2021-12-01 12:26:00,1638361560,57312.8,57352.6,57312.8,57352.6,57326.6,0.09108807,12
2021-12-01 12:27:00,1638361620,57352.6,57352.6,57352.5,57352.6,57352.5,0.1039468,7
2021-12-01 12:28:00,1638361680,57352.5,57352.5,57296.9,57337.5,57331.5,0.97247513,15
2021-12-01 12:29:00,1638361740,57337.6,57355.3,57314.2,57314.3,57332.5,2.04267305,8
2021-12-01 12:30:00,1638361800,57302.5,57319.3,57302.5,57305.7,57302.6,5.01798089,12
2021-12-01 12:31:00,1638361860,57305.7,57305.7,57305.6,57305.6,57305.6,0.04698402,3
2021-12-01 12:32:00,1638361920,57305.7,57305.7,57285.0,57288.9,57298.6,1.24594699,17
2021-12-01 12:33:00,1638361980,57288.9,57314.3,57288.9,57310.5,57305.7,0.22380504,19
2021-12-01 12:34:00,1638362040,57316.0,57326.6,57304.8,57304.8,57311.3,0.35323673,11
2021-12-01 12:35:00,1638362100,57292.5,57307.1,57292.5,57294.9,57302.8,0.74954457,20
2021-12-01 12:36:00,1638362160,57288.8,57288.8,57267.3,57272.7,57276.4,0.13673725,20
2021-12-01 12:37:00,1638362220,57272.8,57337.5,57272.8,57320.7,57328.8,0.72439049,25
2021-12-01 12:38:00,1638362280,57329.6,57329.6,57324.4,57324.4,57329.5,1.01942852,3
2021-12-01 12:39:00,1638362340,57331.5,57331.5,57283.8,57285.0,57294.9,0.11504417,12
2021-12-01 12:40:00,1638362400,57283.2,57283.2,57283.2,57283.2,57283.2,0.0185063,4
2021-12-01 12:41:00,1638362460,57283.2,57283.2,57283.2,57283.2,0.0,0.0,0
2021-12-01 12:42:00,1638362520,57267.2,57267.2,57233.0,57234.3,57236.1,0.10704753,4
2021-12-01 12:43:00,1638362580,57232.1,57232.1,57190.1,57190.2,57206.2,0.13814712,19
2021-12-01 12:44:00,1638362640,57190.2,57190.2,57190.1,57190.1,57190.1,0.00484519,3
2021-12-01 12:45:00,1638362700,57190.2,57190.2,57190.1,57190.1,57190.1,0.28840574,8
2021-12-01 12:46:00,1638362760,57190.1,57190.1,57155.3,57178.6,57182.3,1.92583533,20
2021-12-01 12:47:00,1638362820,57178.6,57196.7,57178.6,57196.7,57189.4,0.33152811,14
2021-12-01 12:48:00,1638362880,57196.7,57196.8,57168.8,57168.8,57196.7,1.44916665,24
2021-12-01 12:49:00,1638362940,57187.3,57197.3,57187.3,57196.8,57196.9,0.19664955,6
2021-12-01 12:50:00,1638363000,57197.0,57197.0,57197.0,57197.0,57197.0,0.00284469,1
2021-12-01 12:51:00,1638363060,57196.8,57196.8,57176.7,57176.7,57196.7,0.20220928,10
2021-12-01 12:52:00,1638363120,57176.8,57176.8,57161.7,57161.7,57169.0,0.03873013,6
2021-12-01 12:53:00,1638363180,57161.6,57161.6,57150.0,57150.0,57151.3,0.14279039,14
2021-12-01 12:54:00,1638363240,57150.0,57150.1,57101.2,57101.3,57149.0,11.94512993,102
2021-12-01 12:55:00,1638363300,57101.3,57131.1,57101.3,57130.7,57129.7,0.18997802,13
2021-12-01 12:56:00,1638363360,57130.8,57130.8,57130.7,57130.8,57130.7,0.02663805,4
2021-12-01 12:57:00,1638363420,57130.7,57130.8,57130.7,57130.7,57130.7,0.02175879,5
2021-12-01 12:58:00,1638363480,57130.7,57130.8,57101.3,57101.3,57118.8,0.201317,14
2021-12-01 12:59:00,1638363540,57101.3,57150.6,57101.3,57150.5,57145.5,0.20037943,11
2021-12-01 13:00:00,1638363600,57150.5,57227.1,57150.5,57227.1,57173.3,0.23586486,27
2021-12-01 13:01:00,1638363660,57232.0,57329.5,57232.0,57323.7,57298.9,0.34127999,40
2021-12-01 13:02:00,1638363720,57329.4,57333.0,57319.1,57319.2,57323.9,0.0696353,11
2021-12-01 13:03:00,1638363780,57319.2,57363.7,57319.1,57363.6,57346.8,0.69701972,32
2021-12-01 13:04:00,1638363840,57363.7,57363.7,57363.7,57363.7,57363.7,0.50336656,7
2021-12-01 13:05:00,1638363900,57364.3,57372.7,57353.4,57354.3,57358.4,1.15107729,27
2021-12-01 13:06:00,1638363960,57354.4,57354.4,57300.3,57308.3,57327.4,0.13555416,14
2021-12-01 13:07:00,1638364020,57298.0,57300.4,57234.6,57234.6,57271.3,0.26425705,11
2021-12-01 13:08:00,1638364080,57237.8,57237.9,57210.3,57217.8,57222.9,0.17144049,15
2021-12-01 13:09:00,1638364140,57217.7,57217.8,57204.4,57204.4,57210.8,0.20947934,15
2021-12-01 13:10:00,1638364200,57204.5,57290.9,57204.5,57290.9,57267.9,2.97601528,43
2021-12-01 13:11:00,1638364260,57293.7,57336.9,57293.7,57336.9,57317.7,0.12562721,6
2021-12-01 13:12:00,1638364320,57333.9,57334.8,57311.9,57311.9,57334.4,0.01249089,3
2021-12-01 13:13:00,1638364380,57312.0,57312.0,57311.9,57311.9,57311.9,0.00832732,2
2021-12-01 13:14:00,1638364440,57307.0,57307.0,57288.8,57290.7,57289.6,0.04908113,7
2021-12-01 13:15:00,1638364500,57290.7,57323.5,57290.7,57323.4,57319.5,0.46480423,12
2021-12-01 13:16:00,1638364560,57324.7,57324.8,57324.7,57324.7,57324.7,5.99132328,55
2021-12-01 13:17:00,1638364620,57324.8,57324.8,57324.7,57324.8,57324.7,0.05331831,6
2021-12-01 13:18:00,1638364680,57324.8,57324.8,57324.7,57324.8,57324.7,0.11643796,10
2021-12-01 13:19:00,1638364740,57324.7,57337.6,57324.7,57337.6,57326.1,0.05552677,11
2021-12-01 13:20:00,1638364800,57337.6,57385.5,57337.6,57385.5,57370.8,0.32544454,18
2021-12-01 13:21:00,1638364860,57385.5,57385.5,57385.4,57385.4,57385.4,0.04334051,3
2021-12-01 13:22:00,1638364920,57385.5,57398.8,57385.0,57391.4,57392.8,0.18322135,19
2021-12-01 13:23:00,1638364980,57391.4,57391.4,57385.0,57385.0,57385.1,0.04523056,13
2021-12-01 13:24:00,1638365040,57385.0,57385.1,57385.0,57385.0,57385.0,0.20737335,18
2021-12-01 13:25:00,1638365100,57385.0,57400.0,57385.0,57399.9,57398.6,0.70271761,22
2021-12-01 13:26:00,1638365160,57399.9,57448.8,57399.9,57448.8,57402.0,1.12845943,58
2021-12-01 13:27:00,1638365220,57448.8,57473.8,57448.8,57473.8,57468.5,0.39071364,30
2021-12-01 13:28:00,1638365280,57473.8,57473.8,57473.8,57473.8,57473.8,0.07310826,6
2021-12-01 13:29:00,1638365340,57473.8,57473.8,57395.8,57399.4,57405.0,1.51701708,43
2021-12-01 13:30:00,1638365400,57401.6,57451.1,57401.6,57451.1,57426.1,0.19409835,17
2021-12-01 13:31:00,1638365460,57451.3,57489.8,57451.3,57489.8,57459.4,0.11492745,28
2021-12-01 13:32:00,1638365520,57489.9,57587.3,57489.9,57560.9,57517.2,0.4491307,47
2021-12-01 13:33:00,1638365580,57568.9,57569.0,57568.9,57569.0,57568.9,1.1266099,11
2021-12-01 13:34:00,1638365640,57587.3,57623.0,57587.3,57623.0,57612.3,0.9298315,33
2021-12-01 13:35:00,1638365700,57623.0,57678.7,57606.5,57678.7,57645.2,2.89064798,40
2021-12-01 13:36:00,1638365760,57678.7,57698.7,57678.6,57689.9,57690.0,0.94491722,57
2021-12-01 13:37:00,1638365820,57662.9,57800.0,57662.9,57799.0,57737.9,1.20846215,88
2021-12-01 13:38:00,1638365880,57799.9,57800.0,57770.4,57800.0,57779.7,2.75425915,19
2021-12-01 13:39:00,1638365940,57800.0,57922.7,57799.9,57909.7,57817.7,4.38598842,114
2021-12-01 13:40:00,1638366000,57909.8,57926.4,57831.4,57870.4,57900.0,4.6041369,50
2021-12-01 13:41:00,1638366060,57800.2,57807.4,57724.9,57807.3,57792.4,12.88887413,72
2021-12-01 13:42:00,1638366120,57807.4,57887.5,57807.4,57811.5,57839.8,0.31397611,33
2021-12-01 13:43:00,1638366180,57807.7,57808.7,57807.7,57808.7,57807.7,2.49128913,13
2021-12-01 13:44:00,1638366240,57808.8,57818.8,57808.8,57808.8,57811.5,0.76225789,26
2021-12-01 13:45:00,1638366300,57808.8,57808.8,57725.8,57728.4,57761.4,2.28636508,26
2021-12-01 13:46:00,1638366360,57725.3,57725.3,57552.1,57552.1,57718.3,5.18305863,48
2021-12-01 13:47:00,1638366420,57586.3,57605.1,57561.8,57582.2,57600.4,0.15161519,18
2021-12-01 13:48:00,1638366480,57582.3,57680.0,57566.0,57680.0,57645.5,0.43652602,37
2021-12-01 13:49:00,1638366540,57675.4,57705.9,57653.3,57698.5,57695.2,0.23293348,19
2021-12-01 13:50:00,1638366600,57676.7,57694.1,57669.8,57669.8,57679.1,0.15022638,9
2021-12-01 13:51:00,1638366660,57702.4,57797.0,57702.4,57797.0,57754.1,0.50354392,54
2021-12-01 13:52:00,1638366720,57792.1,57792.1,57645.8,57648.6,57760.7,8.98304345,64
2021-12-01 13:53:00,1638366780,57630.1,57648.4,57630.1,57648.4,57647.8,0.15501599,7
2021-12-01 13:54:00,1638366840,57648.3,57689.5,57648.3,57689.5,57651.1,0.42036873,42
2021-12-01 13:55:00,1638366900,57682.5,57689.6,57682.5,57689.6,57685.3,0.03271719,7
2021-12-01 13:56:00,1638366960,57689.5,57748.6,57689.5,57748.6,57705.8,0.24522632,27
2021-12-01 13:57:00,1638367020,57759.9,57766.6,57759.9,57766.6,57765.2,0.17438216,8
2021-12-01 13:58:00,1638367080,57752.0,57752.0,57726.0,57737.2,57727.1,0.5618915,8
2021-12-01 13:59:00,1638367140,57724.3,57724.4,57719.6,57719.7,57720.2,0.20604693,16
2021-12-01 14:00:00,1638367200,57719.6,57778.8,57719.6,57778.8,57752.3,0.17252107,21
2021-12-01 14:01:00,1638367260,57779.4,57850.3,57779.4,57850.3,57824.2,0.08694082,35
2021-12-01 14:02:00,1638367320,57850.3,57851.4,57818.5,57818.6,57846.5,0.757691,10
2021-12-01 14:03:00,1638367380,57851.5,57966.1,57839.8,57907.9,57938.3,23.08343209,84
2021-12-01 14:04:00,1638367440,57918.9,57928.0,57896.4,57899.8,57903.0,9.09531497,58
2021-12-01 14:05:00,1638367500,57899.8,57987.2,57899.8,57903.9,57957.2,0.93266792,76
2021-12-01 14:06:00,1638367560,57900.9,57944.5,57900.8,57944.5,57907.7,0.06460957,26
2021-12-01 14:07:00,1638367620,57962.1,57978.3,57935.6,57978.2,57940.2,1.22926215,28
2021-12-01 14:08:00,1638367680,57978.2,58050.9,57978.2,58007.5,58010.4,3.61905784,91
2021-12-01 14:09:00,1638367740,58006.5,58047.9,58006.4,58047.9,58009.1,0.18211044,12
2021-12-01 14:10:00,1638367800,58048.6,58048.7,58000.0,58000.1,58026.3,0.42266724,55
