dtime,time,open,high,low,close,vwap,volume,count
2020-01-17,1579219200,8717.9,9004.0,8657.7,8901.5,8869.6,8148.70639247,21387
2020-01-18,1579305600,8898.5,8975.0,8810.0,8907.7,8899.4,3915.30406409,10020
2020-01-19,1579392000,8905.3,9185.0,8470.0,8705.8,8839.8,8532.3026769,22294
2020-01-20,1579478400,8705.8,8731.9,8510.0,8629.4,8634.9,3779.4923618,10389
2020-01-21,1579564800,8628.7,8782.2,8333.0,8723.3,8620.5,4521.51907233,11985
2020-01-22,1579651200,8723.3,8795.0,8565.4,8659.0,8663.1,3097.91256918,10130
2020-01-23,1579737600,8658.9,8662.1,8281.0,8390.1,8423.7,5865.70003157,14604
2020-01-24,1579824000,8390.1,8505.5,8215.2,8426.8,8378.5,4582.86030911,12880
2020-01-25,1579910400,8426.8,8427.8,8253.3,8325.0,8322.3,2513.01012983,7056
2020-01-26,1579996800,8325.1,8601.9,8285.0,8592.7,8462.8,3516.66680936,10030
2020-01-27,1580083200,8599.3,8979.0,8565.0,8891.8,8763.6,6287.21715108,16577
2020-01-28,1580169600,8891.8,9420.7,8873.9,9399.9,9082.6,8030.84078641,24957
2020-01-29,1580256000,9395.0,9438.3,9222.6,9280.9,9332.9,5598.64605243,15472
2020-01-30,1580342400,9281.2,9568.1,9060.0,9500.0,9375.0,8016.28534864,20223
2020-01-31,1580428800,9500.5,9520.0,9200.0,9339.3,9329.8,4869.46275806,14134
2020-02-01,1580515200,9337.1,9453.9,9283.5,9377.1,9371.5,1680.52574219,6281
2020-02-02,1580601600,9377.0,9473.1,9150.0,9322.2,9351.5,3269.38968378,10479
2020-02-03,1580688000,9322.2,9610.0,9225.0,9281.0,9367.5,4995.34829891,13598
2020-02-04,1580774400,9280.8,9348.7,9078.8,9159.3,9187.0,3809.73133955,12336
2020-02-05,1580860800,9159.3,9765.0,9150.2,9616.2,9512.9,6914.05347554,21151
2020-02-06,1580947200,9612.8,9853.0,9520.0,9754.7,9713.1,5888.03835585,15751
2020-02-07,1581033600,9754.7,9883.6,9715.0,9799.6,9776.6,3687.00812773,11630
2020-02-08,1581120000,9799.6,9942.0,9658.0,9904.3,9820.1,3479.91913592,10019
2020-02-09,1581206400,9901.6,10180.0,9887.4,10160.1,10062.4,4824.28468491,14895
2020-02-10,1581292800,10159.1,10200.0,9760.0,9850.1,9914.4,5740.53752184,17203
2020-02-11,1581379200,9850.1,10409.2,9707.0,10273.2,10068.2,7498.78791986,23063
2020-02-12,1581465600,10271.6,10486.9,10218.0,10354.6,10346.7,6776.93755974,18651
2020-02-13,1581552000,10352.6,10516.6,10060.3,10241.6,10285.4,7307.31061568,23316
2020-02-14,1581638400,10241.6,10390.0,10097.4,10370.8,10259.1,3567.75073529,14459
2020-02-15,1581724800,10369.5,10400.0,9766.9,9904.6,10049.9,3626.9633399,17782
2020-02-16,1581811200,9904.5,10046.8,9632.0,9923.9,9862.2,3239.16987186,13630
